id,棟別,樓層,站點,搬運超過未啟動時間,搬運未啟動台數,搬運輸出內文,烘烤超時,烘烤超時台數,烘烤超時內文,created_at
46203,K11,8F,3910,40分鐘,5,3910-823: 93分</br>3910-804: 86分</br>3910-813: 82分</br>3910-812: 42分</br>3910-811: 40分</br>,0,0,N/A,2026-01-19 22:41:45
46215,K11,8F,3910,40分鐘,4,3910-823: 123分</br>3910-804: 60分</br>3910-820: 55分</br>3910-805: 50分</br>,0,0,N/A,2026-01-19 23:11:43
46220,K11,8F,3260,60分鐘,4,3260-A07: 77分</br>3260-A09: 72分</br>3260-A11: 64分</br>3260-A16: 63分</br>,5.5H,0,N/A,2026-01-19 23:41:41
46227,K11,8F,3910,40分鐘,2,3910-823: 153分</br>3910-803: 51分</br>,0,0,N/A,2026-01-19 23:41:41
46230,K11,5F,3390,40分鐘,1,3390-T01: 89分</br>,40分鐘,0,N/A,2026-01-20 00:11:43
46232,K11,8F,3260,60分鐘,3,3260-A07: 107分</br>3260-A09: 101分</br>3260-A11: 95分</br>,5.5H,0,N/A,2026-01-20 00:11:43
46239,K11,8F,3910,40分鐘,2,3910-823: 183分</br>3910-803: 81分</br>,0,0,N/A,2026-01-20 00:11:43
46242,K11,5F,3390,40分鐘,1,3390-K06: 45分</br>,40分鐘,0,N/A,2026-01-20 00:41:42
46244,K11,8F,3260,60分鐘,1,3260-A11: 124分</br>,5.5H,2,3260-A02: 339分</br>3260-A04: 351分</br>,2026-01-20 00:41:42
46251,K11,8F,3910,40分鐘,1,3910-823: 213分</br>,0,0,N/A,2026-01-20 00:41:42
46254,K11,5F,3390,40分鐘,2,3390-405: 59分</br>3390-K03: 48分</br>,40分鐘,0,N/A,2026-01-20 01:11:43
46263,K11,8F,3910,40分鐘,2,3910-823: 243分</br>3910-819: 46分</br>,0,0,N/A,2026-01-20 01:11:43
46266,K11,5F,3390,40分鐘,2,3390-405: 89分</br>3390-K03: 42分</br>,40分鐘,0,N/A,2026-01-20 01:41:42
46275,K11,8F,3910,40分鐘,2,3910-823: 273分</br>3910-819: 76分</br>,0,0,N/A,2026-01-20 01:41:42
46290,K11,5F,3390,40分鐘,1,3390-K03: 53分</br>,40分鐘,0,N/A,2026-01-20 02:41:41
46300,K11,8F,4507,40分鐘,1,4507-802: 45分</br>,0,0,N/A,2026-01-20 02:41:41
46302,K11,5F,3390,40分鐘,1,3390-K03: 53分</br>,40分鐘,0,N/A,2026-01-20 03:04:55
46311,K11,8F,3910,40分鐘,2,3910-820: 53分</br>3910-823: 42分</br>,0,0,N/A,2026-01-20 03:04:55
46312,K11,8F,4507,40分鐘,1,4507-802: 68分</br>,0,0,N/A,2026-01-20 03:04:55
46323,K11,8F,3910,40分鐘,6,3910-820: 90分</br>3910-823: 78分</br>3910-801: 69分</br>3910-803: 62分</br>3910-825: 55分</br>3910-812: 50分</br>,0,0,N/A,2026-01-20 03:41:45
46324,K11,8F,4507,40分鐘,1,4507-802: 105分</br>,0,0,N/A,2026-01-20 03:41:45
46326,K11,5F,3390,40分鐘,1,3390-K03: 67分</br>,40分鐘,0,N/A,2026-01-20 04:11:44
46336,K11,8F,4507,40分鐘,1,4507-802: 134分</br>,0,0,N/A,2026-01-20 04:11:44
46338,K11,5F,3390,40分鐘,1,3390-K03: 97分</br>,40分鐘,0,N/A,2026-01-20 04:41:42
46348,K11,8F,4507,40分鐘,1,4507-802: 164分</br>,0,0,N/A,2026-01-20 04:41:42
46350,K11,5F,3390,40分鐘,1,3390-K03: 127分</br>,40分鐘,0,N/A,2026-01-20 05:11:44
46352,K11,8F,3260,60分鐘,1,3260-A03: 63分</br>,5.5H,0,N/A,2026-01-20 05:11:44
46364,K11,8F,3260,60分鐘,2,3260-A03: 92分</br>3260-A09: 76分</br>,5.5H,0,N/A,2026-01-20 05:41:42
46371,K11,8F,3910,40分鐘,4,3910-801: 56分</br>3910-805: 52分</br>3910-819: 51分</br>3910-808: 44分</br>,0,0,N/A,2026-01-20 05:41:42
46376,K11,8F,3260,60分鐘,3,3260-A09: 106分</br>3260-A11: 64分</br>3260-A18: 78分</br>,5.5H,0,N/A,2026-01-20 06:11:43
46383,K11,8F,3910,40分鐘,4,3910-801: 85分</br>3910-805: 82分</br>3910-819: 81分</br>3910-808: 74分</br>,0,0,N/A,2026-01-20 06:11:43
46386,K11,5F,3390,40分鐘,1,3390-411: 49分</br>,40分鐘,0,N/A,2026-01-20 06:41:42
46388,K11,8F,3260,60分鐘,1,3260-A11: 94分</br>,5.5H,0,N/A,2026-01-20 06:41:42
46395,K11,8F,3910,40分鐘,1,3910-801: 116分</br>,0,0,N/A,2026-01-20 06:41:42
46410,K11,5F,3390,40分鐘,1,3390-405: 50分</br>,40分鐘,0,N/A,2026-01-20 07:41:42
46412,K11,8F,3260,60分鐘,1,3260-A08: 65分</br>,5.5H,0,N/A,2026-01-20 07:41:42
46434,K11,5F,3390,40分鐘,1,3390-411: 43分</br>,40分鐘,0,N/A,2026-01-20 09:11:44
46473,K11,8F,3670,45分鐘,1,3670-828: 46分</br>,45分鐘,1,3670-811: 51分</br>,2026-01-20 10:41:42
46485,K11,8F,3670,45分鐘,4,3670-809: 51分</br>3670-811: 81分</br>3670-828: 76分</br>3670-829: 66分</br>,45分鐘,0,N/A,2026-01-20 11:11:43
46496,K11,8F,3260,60分鐘,1,3260-A11: 74分</br>,5.5H,0,N/A,2026-01-20 11:41:42
46503,K11,8F,3910,40分鐘,2,3910-807: 42分</br>3910-814: 40分</br>,0,0,N/A,2026-01-20 11:41:42
46508,K11,8F,3260,60分鐘,1,3260-A01: 65分</br>,5.5H,0,N/A,2026-01-20 12:11:43
46515,K11,8F,3910,40分鐘,5,3910-807: 73分</br>3910-814: 71分</br>3910-801: 69分</br>3910-818: 62分</br>3910-803: 59分</br>,0,0,N/A,2026-01-20 12:11:43
46527,K11,8F,3910,40分鐘,8,3910-807: 103分</br>3910-814: 101分</br>3910-801: 98分</br>3910-818: 92分</br>3910-803: 89分</br>3910-812: 62分</br>3910-809: 48分</br>3910-810: 48分</br>,0,0,N/A,2026-01-20 12:41:42
46539,K11,8F,3910,40分鐘,9,3910-807: 133分</br>3910-814: 131分</br>3910-801: 128分</br>3910-818: 122分</br>3910-803: 119分</br>3910-812: 92分</br>3910-809: 78分</br>3910-810: 78分</br>3910-811: 41分</br>,0,0,N/A,2026-01-20 13:11:43
46548,K21,8F,3190,60分鐘,1,3190-A02: 78分</br>,60分鐘,0,N/A,2026-01-20 13:41:42
46551,K11,8F,3910,40分鐘,9,3910-807: 163分</br>3910-814: 160分</br>3910-801: 158分</br>3910-818: 151分</br>3910-803: 149分</br>3910-812: 121分</br>3910-809: 108分</br>3910-810: 108分</br>3910-811: 71分</br>,0,0,N/A,2026-01-20 13:41:42
46563,K11,8F,3910,40分鐘,5,3910-807: 192分</br>3910-809: 138分</br>3910-803: 114分</br>3910-801: 111分</br>3910-811: 101分</br>,0,0,N/A,2026-01-20 14:11:44
46566,K11,5F,3390,40分鐘,6,3390-404: 55分</br>3390-409: 43分</br>3390-411: 50分</br>3390-K03: 55分</br>3390-K06: 54分</br>3390-T02: 48分</br>,40分鐘,0,N/A,2026-01-20 14:41:43
46572,K21,8F,3190,60分鐘,1,3190-A01: 69分</br>,60分鐘,0,N/A,2026-01-20 14:41:43
46575,K11,8F,3910,40分鐘,2,3910-807: 222分</br>3910-819: 43分</br>,0,0,N/A,2026-01-20 14:41:43
46578,K11,5F,3390,40分鐘,2,3390-405: 116分</br>3390-T02: 78分</br>,40分鐘,0,N/A,2026-01-20 15:11:44
46587,K11,8F,3910,40分鐘,2,3910-807: 253分</br>3910-819: 74分</br>,0,0,N/A,2026-01-20 15:11:44
46599,K11,8F,3910,40分鐘,2,3910-807: 283分</br>3910-819: 103分</br>,0,0,N/A,2026-01-20 15:41:42
46604,K11,8F,3260,60分鐘,1,3260-A19: 63分</br>,5.5H,2,3260-A04: 365分</br>3260-A11: 344分</br>,2026-01-20 16:11:44
46611,K11,8F,3910,40分鐘,2,3910-807: 313分</br>3910-819: 133分</br>,0,0,N/A,2026-01-20 16:11:44
46614,K11,5F,3390,40分鐘,1,3390-405: 49分</br>,40分鐘,0,N/A,2026-01-20 16:41:43
46616,K11,8F,3260,60分鐘,2,3260-A18: 71分</br>3260-A19: 93分</br>,5.5H,1,3260-A04: 395分</br>,2026-01-20 16:41:43
46623,K11,8F,3910,40分鐘,2,3910-807: 343分</br>3910-819: 163分</br>,0,0,N/A,2026-01-20 16:41:43
46624,K11,8F,4507,40分鐘,1,4507-802: 41分</br>,0,0,N/A,2026-01-20 16:41:43
46626,K11,5F,3390,40分鐘,1,3390-405: 43分</br>,40分鐘,0,N/A,2026-01-20 17:11:43
46629,K11,8F,3670,45分鐘,4,3670-817: 76分</br>3670-823: 61分</br>3670-824: 71分</br>3670-826: 66分</br>,45分鐘,1,3670-816: 91分</br>,2026-01-20 17:11:43
46635,K11,8F,3910,40分鐘,6,3910-807: 372分</br>3910-819: 193分</br>3910-814: 55分</br>3910-813: 52分</br>3910-812: 50分</br>3910-801: 48分</br>,0,0,N/A,2026-01-20 17:11:43
46647,K11,8F,3910,40分鐘,2,3910-807: 403分</br>3910-819: 224分</br>,0,0,N/A,2026-01-20 17:41:42
46650,K11,5F,3390,40分鐘,1,3390-K06: 48分</br>,40分鐘,0,N/A,2026-01-20 18:11:46
46659,K11,8F,3910,40分鐘,2,3910-807: 433分</br>3910-819: 254分</br>,0,0,N/A,2026-01-20 18:11:46
46671,K11,8F,3910,40分鐘,2,3910-825: 45分</br>3910-809: 40分</br>,0,0,N/A,2026-01-20 18:41:43
46672,K11,8F,4507,40分鐘,2,4507-801: 44分</br>4507-805: 42分</br>,0,0,N/A,2026-01-20 18:41:43
46677,K11,8F,3670,45分鐘,1,3670-824: 46分</br>,45分鐘,4,3670-816: 61分</br>3670-817: 56分</br>3670-823: 46分</br>3670-826: 61分</br>,2026-01-20 19:11:44
46683,K11,8F,3910,40分鐘,6,3910-825: 75分</br>3910-809: 70分</br>3910-804: 67分</br>3910-815: 63分</br>3910-805: 58分</br>3910-824: 41分</br>,0,0,N/A,2026-01-20 19:11:44
46684,K11,8F,4507,40分鐘,2,4507-801: 74分</br>4507-805: 72分</br>,0,0,N/A,2026-01-20 19:11:44
46695,K11,8F,3910,40分鐘,9,3910-825: 100分</br>3910-804: 96分</br>3910-815: 93分</br>3910-805: 88分</br>3910-824: 71分</br>3910-813: 68分</br>3910-811: 62分</br>3910-818: 62分</br>3910-814: 47分</br>,0,0,N/A,2026-01-20 19:41:43
46696,K11,8F,4507,40分鐘,4,4507-801: 104分</br>4507-805: 102分</br>4507-802: 65分</br>4507-804: 63分</br>,0,0,N/A,2026-01-20 19:41:43
46700,K11,8F,3260,60分鐘,1,3260-A02: 67分</br>,5.5H,0,N/A,2026-01-20 20:11:44
46707,K11,8F,3910,40分鐘,10,3910-805: 118分</br>3910-824: 101分</br>3910-813: 98分</br>3910-815: 95分</br>3910-811: 93分</br>3910-818: 93分</br>3910-814: 77分</br>3910-807: 64分</br>3910-809: 57分</br>3910-825: 52分</br>,0,0,N/A,2026-01-20 20:11:44
46708,K11,8F,4507,40分鐘,6,4507-801: 119分</br>4507-805: 117分</br>4507-802: 95分</br>4507-804: 93分</br>4507-806: 64分</br>4507-803: 40分</br>,0,0,N/A,2026-01-20 20:11:44
46710,K11,5F,3390,40分鐘,1,3390-K06: 46分</br>,40分鐘,0,N/A,2026-01-20 20:41:47
46719,K11,8F,3910,40分鐘,9,3910-811: 106分</br>3910-813: 95分</br>3910-807: 94分</br>3910-809: 87分</br>3910-824: 82分</br>3910-825: 82分</br>3910-805: 60分</br>3910-801: 51分</br>3910-816: 51分</br>,0,0,N/A,2026-01-20 20:41:47
46720,K11,8F,4507,40分鐘,4,4507-806: 94分</br>4507-801: 91分</br>4507-802: 81分</br>4507-803: 70分</br>,0,0,N/A,2026-01-20 20:41:47
46722,K11,5F,3390,40分鐘,2,3390-409: 44分</br>3390-K06: 42分</br>,40分鐘,0,N/A,2026-01-20 21:11:44
46731,K11,8F,3910,40分鐘,5,3910-805: 49分</br>3910-818: 49分</br>3910-825: 47分</br>3910-809: 45分</br>3910-804: 44分</br>,0,0,N/A,2026-01-20 21:11:44
46844,K11,8F,3260,60分鐘,1,3260-A15: 276分</br>,5.5H,0,N/A,2026-01-21 02:11:46
46854,K11,5F,3390,40分鐘,5,3390-404: 56分</br>3390-405: 52分</br>3390-411: 51分</br>3390-K03: 50分</br>3390-K06: 52分</br>,40分鐘,0,N/A,2026-01-21 02:41:44
46881,K11,8F,3670,45分鐘,1,3670-809: 46分</br>,45分鐘,1,3670-816: 56分</br>,2026-01-21 03:41:45
46890,K11,5F,3390,40分鐘,5,3390-404: 49分</br>3390-409: 43分</br>3390-K03: 48分</br>3390-T01: 64分</br>3390-T02: 53分</br>,40分鐘,0,N/A,2026-01-21 04:11:46
46892,K11,8F,3260,60分鐘,1,3260-A08: 89分</br>,5.5H,0,N/A,2026-01-21 04:11:46
46902,K11,5F,3390,40分鐘,7,3390-404: 79分</br>3390-405: 70分</br>3390-409: 73分</br>3390-411: 69分</br>3390-K03: 78分</br>3390-K06: 59分</br>3390-T01: 66分</br>,40分鐘,0,N/A,2026-01-21 04:41:44
46914,K11,5F,3390,40分鐘,3,3390-K06: 89分</br>3390-T01: 124分</br>3390-T02: 46分</br>,40分鐘,0,N/A,2026-01-21 05:11:47
46916,K11,8F,3260,60分鐘,2,3260-A07: 68分</br>3260-A09: 70分</br>,5.5H,0,N/A,2026-01-21 05:11:47
46928,K11,8F,3260,60分鐘,1,3260-A11: 73分</br>,5.5H,0,N/A,2026-01-21 05:41:46
46950,K11,5F,3390,40分鐘,1,3390-K03: 52分</br>,40分鐘,0,N/A,2026-01-21 06:41:45
46983,K11,8F,3910,40分鐘,1,3910-823: 44分</br>,0,0,N/A,2026-01-21 07:41:44
46995,K11,8F,3910,40分鐘,1,3910-823: 41分</br>,0,0,N/A,2026-01-21 09:11:45
47008,K11,8F,4507,40分鐘,1,4507-806: 50分</br>,0,0,N/A,2026-01-21 09:41:44
47019,K11,8F,3910,40分鐘,2,3910-823: 53分</br>3910-808: 49分</br>,0,0,N/A,2026-01-21 10:11:45
47036,K11,8F,3260,60分鐘,1,3260-A03: 85分</br>,5.5H,0,N/A,2026-01-21 11:41:50
47082,K11,5F,3390,40分鐘,1,3390-K06: 79分</br>,40分鐘,0,N/A,2026-01-21 13:41:47
47088,K21,8F,3190,60分鐘,1,3190-A03: 167分</br>,60分鐘,0,N/A,2026-01-21 13:41:47
47168,K11,8F,3260,60分鐘,1,3260-A02: 89分</br>,5.5H,0,N/A,2026-01-21 18:11:47
47180,K11,8F,3260,60分鐘,1,3260-A10: 82分</br>,5.5H,0,N/A,2026-01-21 18:41:45
47192,K11,8F,3260,60分鐘,1,3260-A10: 82分</br>,5.5H,0,N/A,2026-01-21 19:04:57
47199,K11,8F,3910,40分鐘,1,3910-810: 55分</br>,0,0,N/A,2026-01-21 19:04:57
47202,K11,5F,3390,40分鐘,2,3390-404: 61分</br>3390-411: 69分</br>,40分鐘,0,N/A,2026-01-21 19:41:46
47211,K11,8F,3910,40分鐘,2,3910-810: 91分</br>3910-819: 63分</br>,0,0,N/A,2026-01-21 19:41:46
47223,K11,8F,3910,40分鐘,3,3910-810: 122分</br>3910-819: 93分</br>3910-814: 50分</br>,0,0,N/A,2026-01-21 20:11:47
47228,K11,8F,3260,60分鐘,2,3260-A09: 84分</br>3260-A11: 78分</br>,5.5H,0,N/A,2026-01-21 20:41:46
47235,K11,8F,3910,40分鐘,2,3910-810: 152分</br>3910-812: 54分</br>,0,0,N/A,2026-01-21 20:41:46
47240,K11,8F,3260,60分鐘,2,3260-A09: 114分</br>3260-A11: 108分</br>,5.5H,1,3260-A08: 344分</br>,2026-01-21 21:11:46
47247,K11,8F,3910,40分鐘,1,3910-810: 182分</br>,0,0,N/A,2026-01-21 21:11:46
47250,K11,5F,3390,40分鐘,3,3390-404: 55分</br>3390-405: 53分</br>3390-K03: 48分</br>,40分鐘,0,N/A,2026-01-21 21:41:45
47262,K11,5F,3390,40分鐘,3,3390-404: 58分</br>3390-405: 46分</br>3390-K03: 58分</br>,40分鐘,0,N/A,2026-01-21 22:11:45
47264,K11,8F,3260,60分鐘,1,3260-A01: 64分</br>,5.5H,0,N/A,2026-01-21 22:11:45
47274,K11,5F,3390,40分鐘,2,3390-404: 88分</br>3390-411: 47分</br>,40分鐘,0,N/A,2026-01-21 22:41:45
47276,K11,8F,3260,60分鐘,1,3260-A04: 69分</br>,5.5H,0,N/A,2026-01-21 22:41:45
47288,K11,8F,3260,60分鐘,1,3260-A03: 68分</br>,5.5H,0,N/A,2026-01-21 23:11:55
47298,K11,5F,3390,40分鐘,1,3390-K06: 54分</br>,40分鐘,0,N/A,2026-01-21 23:41:47
47307,K11,8F,3910,40分鐘,2,3910-819: 42分</br>3910-801: 41分</br>,0,0,N/A,2026-01-21 23:41:47
47312,K11,8F,3260,60分鐘,1,3260-A20: 69分</br>,5.5H,0,N/A,2026-01-22 00:11:46
47319,K11,8F,3910,40分鐘,4,3910-819: 72分</br>3910-801: 71分</br>3910-810: 56分</br>3910-808: 46分</br>,0,0,N/A,2026-01-22 00:11:46
47322,K11,5F,3390,40分鐘,1,3390-411: 64分</br>,40分鐘,0,N/A,2026-01-22 00:41:45
47324,K11,8F,3260,60分鐘,1,3260-A18: 315分</br>,5.5H,0,N/A,2026-01-22 00:41:45
47331,K11,8F,3910,40分鐘,4,3910-819: 102分</br>3910-801: 101分</br>3910-810: 86分</br>3910-808: 75分</br>,0,0,N/A,2026-01-22 00:41:45
47336,K11,8F,3260,60分鐘,1,3260-A21: 269分</br>,5.5H,1,3260-A09: 354分</br>,2026-01-22 01:11:47
47343,K11,8F,3910,40分鐘,1,3910-819: 132分</br>,0,0,N/A,2026-01-22 01:11:47
47355,K11,8F,3910,40分鐘,1,3910-819: 162分</br>,0,0,N/A,2026-01-22 01:41:47
47367,K11,8F,3910,40分鐘,1,3910-819: 192分</br>,0,0,N/A,2026-01-22 02:11:44
47379,K11,8F,3910,40分鐘,1,3910-819: 222分</br>,0,0,N/A,2026-01-22 02:41:43
47391,K11,8F,3910,40分鐘,1,3910-819: 245分</br>,0,0,N/A,2026-01-22 03:04:56
47403,K11,8F,3910,40分鐘,1,3910-819: 282分</br>,0,0,N/A,2026-01-22 03:41:52
47415,K11,8F,3910,40分鐘,4,3910-819: 312分</br>3910-820: 45分</br>3910-823: 45分</br>3910-825: 40分</br>,0,0,N/A,2026-01-22 04:11:44
47427,K11,8F,3910,40分鐘,1,3910-819: 342分</br>,0,0,N/A,2026-01-22 04:41:44
47439,K11,8F,3910,40分鐘,1,3910-819: 372分</br>,0,0,N/A,2026-01-22 05:11:44
47451,K11,8F,3910,40分鐘,1,3910-819: 402分</br>,0,0,N/A,2026-01-22 05:41:44
47463,K11,8F,3910,40分鐘,1,3910-819: 432分</br>,0,0,N/A,2026-01-22 06:11:45
47475,K11,8F,3910,40分鐘,1,3910-819: 462分</br>,0,0,N/A,2026-01-22 06:41:44
47487,K11,8F,3910,40分鐘,1,3910-819: 492分</br>,0,0,N/A,2026-01-22 07:11:44
47499,K11,8F,3910,40分鐘,1,3910-819: 522分</br>,0,0,N/A,2026-01-22 07:41:43
47514,K11,5F,3390,40分鐘,3,3390-409: 42分</br>3390-K03: 46分</br>3390-T02: 51分</br>,40分鐘,0,N/A,2026-01-22 09:41:42
47517,K11,8F,3670,45分鐘,2,3670-816: 61分</br>3670-824: 61分</br>,45分鐘,3,3670-817: 86分</br>3670-823: 71分</br>3670-826: 66分</br>,2026-01-22 09:41:42
47523,K11,8F,3910,40分鐘,4,3910-804: 48分</br>3910-815: 48分</br>3910-820: 48分</br>3910-824: 48分</br>,0,0,N/A,2026-01-22 09:41:42
47524,K11,8F,4507,40分鐘,1,4507-804: 45分</br>,0,0,N/A,2026-01-22 09:41:42
47526,K11,5F,3390,40分鐘,4,3390-405: 49分</br>3390-409: 61分</br>3390-411: 59分</br>3390-T01: 52分</br>,40分鐘,0,N/A,2026-01-22 10:11:43
47528,K11,8F,3260,60分鐘,1,3260-A03: 68分</br>,5.5H,0,N/A,2026-01-22 10:11:43
47538,K11,5F,3390,40分鐘,1,3390-T01: 82分</br>,40分鐘,0,N/A,2026-01-22 10:41:42
47540,K11,8F,3260,60分鐘,1,3260-A03: 98分</br>,5.5H,0,N/A,2026-01-22 10:41:42
47550,K11,5F,3390,40分鐘,1,3390-T01: 112分</br>,40分鐘,0,N/A,2026-01-22 11:11:44
47552,K11,8F,3260,60分鐘,2,3260-A02: 79分</br>3260-A03: 128分</br>,5.5H,0,N/A,2026-01-22 11:11:44
47564,K11,8F,3260,60分鐘,3,3260-A01: 64分</br>3260-A02: 109分</br>3260-A03: 158分</br>,5.5H,0,N/A,2026-01-22 11:41:44
47576,K11,8F,3260,60分鐘,2,3260-A01: 94分</br>3260-A03: 189分</br>,5.5H,0,N/A,2026-01-22 12:11:47
47577,K11,8F,3670,45分鐘,1,3670-824: 56分</br>,45分鐘,6,3670-809: 71分</br>3670-816: 76分</br>3670-817: 76分</br>3670-823: 56分</br>3670-826: 81分</br>3670-829: 46分</br>,2026-01-22 12:11:47
47588,K11,8F,3260,60分鐘,2,3260-A01: 124分</br>3260-A03: 218分</br>,5.5H,0,N/A,2026-01-22 12:41:42
47589,K11,8F,3670,45分鐘,1,3670-809: 46分</br>,45分鐘,5,3670-811: 51分</br>3670-816: 81分</br>3670-817: 76分</br>3670-828: 56分</br>3670-829: 61分</br>,2026-01-22 12:41:42
47592,K21,8F,3190,60分鐘,1,3190-A01: 86分</br>,60分鐘,1,3190-A02: 111分</br>,2026-01-22 12:41:42
47600,K11,8F,3260,60分鐘,2,3260-A01: 124分</br>3260-A03: 218分</br>,5.5H,0,N/A,2026-01-22 13:34:55
47601,K11,8F,3670,45分鐘,1,3670-809: 46分</br>,45分鐘,5,3670-811: 51分</br>3670-816: 81分</br>3670-817: 76分</br>3670-828: 56分</br>3670-829: 61分</br>,2026-01-22 13:34:55
47604,K21,8F,3190,60分鐘,1,3190-A01: 86分</br>,60分鐘,1,3190-A02: 111分</br>,2026-01-22 13:34:55
47610,K11,5F,3390,40分鐘,2,3390-405: 41分</br>3390-409: 62分</br>,40分鐘,0,N/A,2026-01-22 14:11:43
47612,K11,8F,3260,60分鐘,2,3260-A09: 80分</br>3260-A11: 62分</br>,5.5H,0,N/A,2026-01-22 14:11:43
47622,K11,5F,3390,40分鐘,1,3390-T01: 43分</br>,40分鐘,0,N/A,2026-01-22 14:41:43
47624,K11,8F,3260,60分鐘,2,3260-A09: 110分</br>3260-A11: 92分</br>,5.5H,1,3260-A03: 338分</br>,2026-01-22 14:41:43
47634,K11,5F,3390,40分鐘,6,3390-405: 54分</br>3390-409: 47分</br>3390-411: 53分</br>3390-K06: 56分</br>3390-T01: 52分</br>3390-T02: 53分</br>,40分鐘,0,N/A,2026-01-22 15:11:43
47635,K11,6F,3260,60分鐘,1,3260-A602: 65分</br>,5.5H,0,N/A,2026-01-22 15:11:43
47636,K11,8F,3260,60分鐘,2,3260-A04: 69分</br>3260-A10: 62分</br>,5.5H,1,3260-A03: 369分</br>,2026-01-22 15:11:43
47646,K11,5F,3390,40分鐘,6,3390-405: 54分</br>3390-409: 47分</br>3390-411: 53分</br>3390-K06: 56分</br>3390-T01: 52分</br>3390-T02: 53分</br>,40分鐘,0,N/A,2026-01-22 15:34:54
47647,K11,6F,3260,60分鐘,1,3260-A602: 65分</br>,5.5H,0,N/A,2026-01-22 15:34:54
47648,K11,8F,3260,60分鐘,2,3260-A04: 69分</br>3260-A10: 62分</br>,5.5H,1,3260-A03: 369分</br>,2026-01-22 15:34:54
47658,K11,5F,3390,40分鐘,5,3390-404: 100分</br>3390-405: 94分</br>3390-409: 105分</br>3390-411: 110分</br>3390-K06: 85分</br>,40分鐘,0,N/A,2026-01-22 16:11:44
47670,K11,5F,3390,40分鐘,3,3390-404: 130分</br>3390-405: 56分</br>3390-409: 46分</br>,40分鐘,0,N/A,2026-01-22 16:41:42
47671,K11,6F,3260,60分鐘,1,3260-A603: 61分</br>,5.5H,0,N/A,2026-01-22 16:41:42
47682,K11,5F,3390,40分鐘,3,3390-404: 130分</br>3390-405: 56分</br>3390-409: 46分</br>,40分鐘,0,N/A,2026-01-22 17:04:56
47683,K11,6F,3260,60分鐘,1,3260-A603: 61分</br>,5.5H,0,N/A,2026-01-22 17:04:56
47694,K11,5F,3390,40分鐘,3,3390-404: 44分</br>3390-405: 41分</br>3390-411: 48分</br>,40分鐘,0,N/A,2026-01-22 17:41:43
47696,K11,8F,3260,60分鐘,1,3260-A22: 63分</br>,5.5H,0,N/A,2026-01-22 17:41:43
47706,K11,5F,3390,40分鐘,3,3390-404: 44分</br>3390-405: 41分</br>3390-411: 48分</br>,40分鐘,0,N/A,2026-01-22 18:04:56
47708,K11,8F,3260,60分鐘,1,3260-A22: 63分</br>,5.5H,0,N/A,2026-01-22 18:04:56
47720,K11,8F,3260,60分鐘,1,3260-A16: 69分</br>,5.5H,0,N/A,2026-01-22 18:41:42
47732,K11,8F,3260,60分鐘,1,3260-A16: 99分</br>,5.5H,0,N/A,2026-01-22 19:11:45
47738,K25,8F,3260,60分鐘,1,3260-B17: 61分</br>,60分鐘,0,N/A,2026-01-22 19:11:45
47744,K11,8F,3260,60分鐘,3,3260-A16: 129分</br>3260-A18: 66分</br>3260-A21: 61分</br>,5.5H,1,3260-A04: 339分</br>,2026-01-22 19:41:42
47745,K11,8F,3670,45分鐘,1,3670-826: 56分</br>,45分鐘,8,3670-809: 71分</br>3670-811: 91分</br>3670-816: 91分</br>3670-817: 96分</br>3670-823: 76分</br>3670-824: 86分</br>3670-828: 56分</br>3670-829: 56分</br>,2026-01-22 19:41:42
47751,K11,8F,3910,40分鐘,12,3910-801: 57分</br>3910-805: 56分</br>3910-819: 56分</br>3910-824: 56分</br>3910-808: 54分</br>3910-809: 54分</br>3910-807: 53分</br>3910-813: 52分</br>3910-818: 52分</br>3910-820: 52分</br>3910-825: 52分</br>3910-817: 49分</br>,0,0,N/A,2026-01-22 19:41:42
47752,K11,8F,4507,40分鐘,5,4507-806: 60分</br>4507-804: 56分</br>4507-805: 55分</br>4507-803: 54分</br>4507-802: 52分</br>,0,0,N/A,2026-01-22 19:41:42
47754,K11,5F,3390,40分鐘,2,3390-K06: 46分</br>3390-T01: 49分</br>,40分鐘,0,N/A,2026-01-22 20:11:44
47756,K11,8F,3260,60分鐘,3,3260-A16: 160分</br>3260-A18: 96分</br>3260-A21: 91分</br>,5.5H,1,3260-A04: 370分</br>,2026-01-22 20:11:44
47763,K11,8F,3910,40分鐘,13,3910-808: 84分</br>3910-813: 82分</br>3910-820: 82分</br>3910-801: 79分</br>3910-807: 79分</br>3910-817: 79分</br>3910-805: 75分</br>3910-809: 75分</br>3910-825: 75分</br>3910-803: 67分</br>3910-804: 65分</br>3910-818: 55分</br>3910-823: 45分</br>,0,0,N/A,2026-01-22 20:11:44
47766,K11,5F,3390,40分鐘,2,3390-404: 51分</br>3390-405: 66分</br>,40分鐘,0,N/A,2026-01-22 20:41:43
47768,K11,8F,3260,60分鐘,3,3260-A03: 66分</br>3260-A11: 65分</br>3260-A19: 77分</br>,5.5H,0,N/A,2026-01-22 20:41:43
47780,K11,8F,3260,60分鐘,1,3260-A11: 95分</br>,5.5H,0,N/A,2026-01-22 21:11:46
47790,K11,5F,3390,40分鐘,1,3390-409: 41分</br>,40分鐘,0,N/A,2026-01-22 21:41:43
47802,K11,5F,3390,40分鐘,1,3390-T02: 63分</br>,40分鐘,0,N/A,2026-01-22 22:11:44
